Ajankohta (vvvv/kk);Hallinnonala;Kirjanpitoyksikkö;Taso2 virasto;VHSvirasto;Organisaatio 1;Organisaatio 2;Organisaatio 3;Palvelussuhteiden lukumäärä
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Lentotulli;;1
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Maarianhaminan tulli;Liikkuva ryhmä Maarianhamina;13
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Maarianhaminan tulli;;5
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Nuijamaan tulli;Nuijamaan läpivalaisu;12
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Nuijamaan tulli;Nuijamaan tullitoimipaikka 1;43
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Nuijamaan tulli;Nuijamaan tullitoimipaikka 2;42
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Nuijamaan tulli;Nuijamaan tullitoimipaikka 3;4
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Nuijamaan tulli;Nuijamaan tullitoimipaikka 4;4
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Nuijamaan tulli;Vainikkalan tullitoimipaikka;29
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Nuijamaan tulli;;9
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Tornion tulli;Karigasniemen tullitoimipaikka;4
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Tornion tulli;Kilpisjärven tullitoimipaikka;6
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Tornion tulli;Kivilompolon tullitoimipaikka;10
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Tornion tulli;Näätämön rajanylityspaikka;4
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Tornion tulli;Tornion tullitoimipaikka;62
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Tornion tulli;Utsjoen tullitoimipaikka;5
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Tornion tulli;Vartiuksen tullitoimipaikka;22
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Tornion tulli;;1
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Turun tulli;Porin tullitoimipaikka;1
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Turun tulli;Turun tulli, valvonta;58
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Turun tulli;Vaasan tullitoimipaikka, tulliselvitys;2
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Turun tulli;;1
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Vaalimaan tulli;Vaalimaa 1;19
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Vaalimaan tulli;Vaalimaa 10;4
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Vaalimaan tulli;Vaalimaa 2;21
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Vaalimaan tulli;Vaalimaa 3;22
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Vaalimaan tulli;Vaalimaa 4;19
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Vaalimaan tulli;Vaalimaa 5;18
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Vaalimaan tulli;Vaalimaa 6;15
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Vaalimaan tulli;Vaalimaa 7;3
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Vaalimaan tulli;Vaalimaa 8;8
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Vaalimaan tulli;Vaalimaa 9;3
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;Vaalimaan tulli;;1
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Toimipaikkaosasto;;;3
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Tullilaboratorio;Elintarvikkeiden biologiset tutkimukset;;10
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Tullilaboratorio;Elintarvikkeiden kemialliset tutkimukset;;18
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Tullilaboratorio;Kulutustavaratutkimukset;;8
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Tullilaboratorio;Näytteenotto ja tarkastus;;8
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Tullilaboratorio;Tullitekniset tutkimukset;;13
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Tullilaboratorio;;;3
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Ulkomaankauppa ja verotus;Asiakkuus ja veronkanto;Asiakaspalvelut;59
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Ulkomaankauppa ja verotus;Asiakkuus ja veronkanto;Kehittämisryhmä;5
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Ulkomaankauppa ja verotus;Asiakkuus ja veronkanto;Veronkanto;12
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Ulkomaankauppa ja verotus;Asiakkuus ja veronkanto;;1
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Ulkomaankauppa ja verotus;Tilastointi;Intrastat ja tarkastus;10
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Ulkomaankauppa ja verotus;Tilastointi;Tilastojärjestelmän hallinta;3
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Ulkomaankauppa ja verotus;Tilastointi;Tilastopalvelut ja julkaisu;7
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Ulkomaankauppa ja verotus;Tilastointi;;1
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Ulkomaankauppa ja verotus;Tullaus;Nimikkeistö ja tullietuusryhmä;16
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Ulkomaankauppa ja verotus;Tullaus;Sähköinen palvelukeskus;143
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Ulkomaankauppa ja verotus;Tullaus;UTU-kehittämisryhmä;7
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Ulkomaankauppa ja verotus;Tullaus;Vero- ja alkuperäryhmä;9
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Ulkomaankauppa ja verotus;Tullaus;Vienti- ja tuontiryhmä;10
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Ulkomaankauppa ja verotus;Tullaus;;3
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Ulkomaankauppa ja verotus;;;2
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valtion edun- ja oik.valvonta;;;4
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Analyysi ja tiedustelu;Analyysi;18
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Analyysi ja tiedustelu;Kaupallisten riskien hallinta;28
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Analyysi ja tiedustelu;Kohdevalinta;22
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Analyysi ja tiedustelu;;1
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Ohjaus- ja asiantuntijapalvelut;Kansainväliset ja oikeudelliset asiat;13
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Ohjaus- ja asiantuntijapalvelut;Tekniikka;13
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Ohjaus- ja asiantuntijapalvelut;Toiminnan suunnittelu;11
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Ohjaus- ja asiantuntijapalvelut;;1
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Tullivalvonta;Tavara- ja liikennevalvonta;16
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Tullivalvonta;Tuoteturvallisuus;3
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Tullivalvonta;;4
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Tutkinta;Hamina tutkinta;22
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Tutkinta;Helsinki tutkinta;53
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Tutkinta;Lappeenranta tutkinta;30
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Tutkinta;Talousrikostutkinta;27
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Tutkinta;Tampere tutkinta;33
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Tutkinta;Tornio tutkinta;20
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Tutkinta;Turku tutkinta;20
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Tutkinta;Valtakunnallinen tarkkailu;17
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Tutkinta;;1
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Yritystarkastus;Etelä-Suomen tarkastusyksikkö;29
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Yritystarkastus;Itä-Suomen tarkastusyksikkö;11
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Yritystarkastus;Länsi-ja Pohjois-Suomen tarkastusyksikkö;12
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;Yritystarkastus;;2
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;Valvonta;;;2
2017/ 05;Valtiovarainministeriö (hala);Tulli;Tulli;Tulli;;;;34
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Digitalisaation tuki;;;7
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Kansalaispalvelut;Asiakkuudet ja asiantuntijapalvelut;Sove-palvelut;15
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Kansalaispalvelut;Asiakkuudet ja asiantuntijapalvelut;Valtion edunvalvonta;12
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Kansalaispalvelut;Asiakkuudet ja asiantuntijapalvelut;;2
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Kansalaispalvelut;Kansalaisneuvonta;KP Kansalaisneuvonta;12
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Kansalaispalvelut;Korvauspalvelut;KP Lakiasiainpalvelut;10
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Kansalaispalvelut;Korvauspalvelut;Rikosvahingot ja muut korvauslajit;15
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Kansalaispalvelut;Korvauspalvelut;Työ- ja sotilastapaturmat 2;16
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Kansalaispalvelut;Korvauspalvelut;;3
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Kansalaispalvelut;Vahingonkorvauspalvelut;Työtapaturmat;15
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Kansalaispalvelut;;;4
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Rahoitus;Antolainaus;Asuntoluotot ja valtiontakaukset;11
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Rahoitus;Antolainaus;Erityisrahoitusjärjestely;7
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Rahoitus;Antolainaus;Luotto- ja sovellushallinta;4
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Rahoitus;Antolainaus;Maaseutuluotot;2
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Rahoitus;Antolainaus;Yritysluotot;3
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Rahoitus;Antolainaus;;2
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Rahoitus;Lakiasiat ja Back Office;Back Office;6
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Rahoitus;Lakiasiat ja Back Office;;2
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Rahoitus;Likviditeetti ja varainhankinta;Likviditeetinhallinta;2
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Rahoitus;Likviditeetti ja varainhankinta;;2
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Rahoitus;Riskit ja strategia;Finanssitietohallinto;7
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Rahoitus;Riskit ja strategia;Tietopalvelut;4
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Rahoitus;Riskit ja strategia;Treasuryn riskienvalvonta;3
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Rahoitus;Riskit ja strategia;;2
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Rahoitus;Salkunhallinta;;3
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Rahoitus;;;4
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Talous ja henkilöstö;Henkilöstöjohtamisen tuki;;13
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Talous ja henkilöstö;Maksuliike;;7
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Talous ja henkilöstö;Talousjohtamisen tuki;Keskuskirjanpito;5
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Talous ja henkilöstö;Talousjohtamisen tuki;;6
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Talous ja henkilöstö;Tiedolla johtamisen tuki;;12
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Talous ja henkilöstö;;;3
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Yhteiset toiminnot;Hallinto ja kehittäminen;Hallinto ja yhteiset;12
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Yhteiset toiminnot;Hallinto ja kehittäminen;Henkilöstö;5
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Yhteiset toiminnot;Hallinto ja kehittäminen;Talous;10
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Yhteiset toiminnot;Hallinto ja kehittäminen;Tieto ja kehitys;3
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Yhteiset toiminnot;Hallinto ja kehittäminen;Viestintä;4
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Yhteiset toiminnot;Hallinto ja kehittäminen;;4
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Yhteiset toiminnot;Tietohallinto;IT-kehitys ja hankehallinta;10
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Yhteiset toiminnot;Tietohallinto;IT-palvelutuotanto;13
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;Yhteiset toiminnot;Tietohallinto;;2
2017/ 05;Valtiovarainministeriö (hala);Valtiokonttori;Valtiokonttori;Valtiokonttori;;;;13
2017/ 05;Valtiovarainministeriö (hala);Valtion taloudellinen tutkimuskeskus;Valtion taloudellinen tutkimuskesku;Valtion taloudellinen tutkimuskeskus;Hallinto-, tukimus- ja viestintäpalvelut;;;8
2017/ 05;Valtiovarainministeriö (hala);Valtion taloudellinen tutkimuskeskus;Valtion taloudellinen tutkimuskesku;Valtion taloudellinen tutkimuskeskus;Tutkimustoiminta;Julkiset palvelut ja paikallinen julkist;;8
2017/ 05;Valtiovarainministeriö (hala);Valtion taloudellinen tutkimuskeskus;Valtion taloudellinen tutkimuskesku;Valtion taloudellinen tutkimuskeskus;Tutkimustoiminta;Sosiaaliturva, verotus ja tulonjako;;8
2017/ 05;Valtiovarainministeriö (hala);Valtion taloudellinen tutkimuskeskus;Valtion taloudellinen tutkimuskesku;Valtion taloudellinen tutkimuskeskus;Tutkimustoiminta;Työmarkkinat ja koulutus;;8
2017/ 05;Valtiovarainministeriö (hala);Valtion taloudellinen tutkimuskeskus;Valtion taloudellinen tutkimuskesku;Valtion taloudellinen tutkimuskeskus;Tutkimustoiminta;Ympäristö, energia ja ilmastopolitiikka;;6
2017/ 05;Valtiovarainministeriö (hala);Valtion taloudellinen tutkimuskeskus;Valtion taloudellinen tutkimuskesku;Valtion taloudellinen tutkimuskeskus;Tutkimustoiminta;Yritystoimintaan liittyvä sääntely ja ka;;6
2017/ 05;Valtiovarainministeriö (hala);Valtion taloudellinen tutkimuskeskus;Valtion taloudellinen tutkimuskesku;Valtion taloudellinen tutkimuskeskus;Tutkimustoiminta;;;1
2017/ 05;Valtiovarainministeriö (hala);Valtion taloudellinen tutkimuskeskus;Valtion taloudellinen tutkimuskesku;Valtion taloudellinen tutkimuskeskus;;;;10
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Asiakkuusyksikkö;;;11
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Hallintoyksikkö;Henkilöstöhallintopalvelu;;6
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Hallintoyksikkö;Henkilöstön kehittämispalvelut;;1
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Hallintoyksikkö;Taloushallintopalvelut;;5
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Hallintoyksikkö;Viestintäpalvelut;;4
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Hallintoyksikkö;Yleishallintopalvelut;;10
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Hallintoyksikkö;;;1
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;ICT;ICT-tuotanto yhteinen;Sovelluspalvelut 1;18
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;ICT;ICT-tuotanto yhteinen;Sovelluspalvelut 2;17
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;ICT;ICT-tuotanto yhteinen;;15
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;ICT;Ratkaisukehitys;;13
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;ICT;Yhteiset ICT-prosessit;;2
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;ICT;;;1
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Itäinen palveluyksikkö;Hepa Jns 1;;21
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Itäinen palveluyksikkö;Hepa Jns 2;;12
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Itäinen palveluyksikkö;Hepa Jns 3;;18
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Itäinen palveluyksikkö;Hepa Jns 4;;17
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Itäinen palveluyksikkö;Hepa Mli 1;Hepa Mli 2;13
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Itäinen palveluyksikkö;Hepa Mli 1;;17
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Itäinen palveluyksikkö;Matkustus JNS;;12
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Itäinen palveluyksikkö;Matkustus MLI;;13
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Itäinen palveluyksikkö;Talouspalvelut JNS1;;18
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Itäinen palveluyksikkö;Talouspalvelut JNS2;;19
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Itäinen palveluyksikkö;Talouspalvelut JNS3;;18
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Itäinen palveluyksikkö;Talouspalvelut JNS4;;17
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Itäinen palveluyksikkö;Talouspalvelut MLI;;22
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Itäinen palveluyksikkö;;;5
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Kehitysyksikkö;;;21
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Läntinen palveluyksikkö;Hepa Hml 1;;21
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Läntinen palveluyksikkö;Hepa Hml 2;;25
