Ajankohta (vvvv/kk);Hallinnonala;Kirjanpitoyksikkö;Taso2 virasto;VHSvirasto;Organisaatio 1;Organisaatio 2;Organisaatio 3;Palvelussuhteiden lukumäärä
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Läntinen palveluyksikkö;Hepa Hml 3;;22
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Läntinen palveluyksikkö;Hepa Pori 1;;22
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Läntinen palveluyksikkö;Raportointi, konsernikp ja rekisterit;;16
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Läntinen palveluyksikkö;Talouspalvelut HML1;;20
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Läntinen palveluyksikkö;Talouspalvelut HML2;;26
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Läntinen palveluyksikkö;Talouspalvelut HML3;;21
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Läntinen palveluyksikkö;Talouspalvelut HML4;;27
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Läntinen palveluyksikkö;Talouspalvelut HML5;;24
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Läntinen palveluyksikkö;Talouspalvelut Pori 1;;16
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Läntinen palveluyksikkö;;;5
2017/ 05;Valtiovarainministeriö (hala);Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;Valtion talous- ja henkilöstöhallinnon palvelukeskus;;;;49
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Asiakkuudet 1;;;8
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Asiakkuudet 2;;;9
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Asiakkuudet 3;;;10
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Henkilöstöhallinto;;;11
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Johdon tuki;;;1
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Palvelut ja tuotanto;Palvelut;Arkkitehdit ja asiantuntijat;16
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Palvelut ja tuotanto;Palvelut;Hankinnat ja kumppanit;25
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Palvelut ja tuotanto;Palvelut;Projektipäälliköt;28
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Palvelut ja tuotanto;Palvelut;Ratkaisutuki ja palvelukehitys;12
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Palvelut ja tuotanto;Tuotanto;Asiakastuki;125
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Palvelut ja tuotanto;Tuotanto;Käyttöpalvelut;88
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Palvelut ja tuotanto;Tuotanto;Lähituki;161
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Palvelut ja tuotanto;Tuotanto;Päätelaitepalvelut;73
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Palvelut ja tuotanto;Tuotanto;Sovelluspalvelut;27
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Palvelut ja tuotanto;Tuotanto;Tietoliikennepalvelut;44
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Palvelut ja tuotanto;Tuotanto;Viestintätekniset palvelut;28
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Palvelut ja tuotanto;Tuotanto;Yhteyskeskuspalvelut;36
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Palvelut ja tuotanto;Tuotanto;;1
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Palvelut ja tuotanto;;;2
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Talous ja Hallinto;Controller toiminnot;;8
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Talous ja Hallinto;Financial control ja laskutus;;2
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Talous ja Hallinto;Lakiasiat;;3
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Talous ja Hallinto;Riskienhallinta;;1
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Talous ja Hallinto;Tieto ja tiedonhallinta;;9
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Talous ja Hallinto;Toimitilat;;2
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Talous ja Hallinto;Viestintä;;2
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Talous ja Hallinto;;;2
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;TUVE Asiakkuustoiminnot;;7
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;TUVE Hallinto ja tuki;;11
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;TUVE Palvelut ja teknologia;TUVE PATE Projektit ja asiantuntijat;29
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;TUVE Palvelut ja teknologia;;6
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;TUVE Palvelutuotanto johto;TUVE Aluepalvelut 1;26
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;TUVE Palvelutuotanto johto;TUVE Aluepalvelut 2;26
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;TUVE Palvelutuotanto johto;TUVE Aluepalvelut 3;19
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;TUVE Palvelutuotanto johto;TUVE Aluepalvelut 4;24
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;TUVE Palvelutuotanto johto;TUVE Aluepalvelut 5;19
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;TUVE Palvelutuotanto johto;TUVE Datacenterpalvelut;25
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;TUVE Palvelutuotanto johto;TUVE Middlewarepalvelut;33
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;TUVE Palvelutuotanto johto;TUVE Päätelaitepalvelut;42
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;TUVE Palvelutuotanto johto;TUVE Tuki- ja valvontapalvelut;34
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;TUVE Palvelutuotanto johto;TUVE Viestintäpalvelut;21
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;TUVE Palvelutuotanto johto;TUVETietoliikennepalvelut;24
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;TUVE Palvelutuotanto johto;;2
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;TUVE Palvelutoiminta;;;1
2017/ 05;Valtiovarainministeriö (hala);Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;Valtion tieto- ja viestintätekniikkakeskus Valtori;;;;30
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Budjettiosasto;EU-yksikkö;;6
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Budjettiosasto;Finanssipolitiikan yksikk;;14
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Budjettiosasto;Kuntayksikkö;;5
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Budjettiosasto;Laskentaryhmä;;4
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Budjettiosasto;Rakenneyksikkö;;5
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Budjettiosasto;Sihteeriryhmä;;6
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Budjettiosasto;Taloushallinto- ja oikeusyksikkö;;3
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Budjettiosasto;;;1
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Henkilöstö- ja hallintopo;Hallinto- ja johtamispolitiikkayksikkö;;14
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Henkilöstö- ja hallintopo;Konsernitoiminnot-yksikkö;;9
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Henkilöstö- ja hallintopo;Työnantajayksikkö;;13
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Henkilöstö- ja hallintopo;;;4
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Julk.hall.tieto- ja viest.tekn.osasto;Digitalisaatio;;15
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Julk.hall.tieto- ja viest.tekn.osasto;Kyberturvallisuus ja Infrastuktuuri;;7
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Julk.hall.tieto- ja viest.tekn.osasto;Tietopolitiikka;;20
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Julk.hall.tieto- ja viest.tekn.osasto;;;1
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Kansantalousosasto;KoTietopalveluryhmä;;9
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Kansantalousosasto;Suhdanneyksikkö;;6
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Kansantalousosasto;Vakausyksikkö;;10
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Kansantalousosasto;;;1
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Kehittämis- ja hallintoto;Henkilöstöyksikkö;;7
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Kehittämis- ja hallintoto;Kehittämisyksikkö;;8
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Kehittämis- ja hallintoto;Talousyksikkö;;4
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Kehittämis- ja hallintoto;Tietoyksikkö;;9
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Kehittämis- ja hallintoto;Viestintä;;6
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Kehittämis- ja hallintoto;Yleishallinto;;3
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Kehittämis- ja hallintoto;;;8
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Kunta- ja aluehallinto-os;Kuntakehitysyksikkö;;12
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Kunta- ja aluehallinto-os;Kuntatalousyksikkö;;12
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Kunta- ja aluehallinto-os;Rakenne- ja ohjausyksikkö;;16
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Kunta- ja aluehallinto-os;;;2
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Ministeriön johto;EU-sihteeristö, johto;;7
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Ministeriön johto;Kansainväliset rahoitusasiat, johto;;13
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Ministeriön johto;;;2
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Rahoitusmarkkinaosasto;Pankki- ja rahoitusyksikkö;;11
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Rahoitusmarkkinaosasto;Pääomamarkkinat ja infrastruktuuriyksik.;;14
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Rahoitusmarkkinaosasto;;;3
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarain controller -;Tarkastusviranomaisyksikk;;6
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarain controller -;;;5
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Vero-osasto;Arvonlisäverotusyksikkö;;6
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Vero-osasto;Elinkeinoverotusyksikkö;;7
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Vero-osasto;Henkilöverotusyksikkö;;8
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Vero-osasto;Kansainvälisen verotuksen;;7
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Vero-osasto;Tulliyksikkö;;5
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Vero-osasto;Valmisteverotusyksikkö;;8
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;Vero-osasto;;;4
2017/ 05;Valtiovarainministeriö (hala);Valtiovarainministeriö;Valtiovarainministeriö;Valtiovarainministeriö;;;;13
2017/ 05;Valtiovarainministeriö (hala);Verohallinto;Verohallinto;Verohallinto;Esikunta- ja oikeusyksikkö;Esikuntayksikkö;Esikuntayksikkö;8
2017/ 05;Valtiovarainministeriö (hala);Verohallinto;Verohallinto;Verohallinto;Esikunta- ja oikeusyksikkö;Esikuntayksikkö;Oikeusyksikkö;12
